Id,Name,Property_type,Room_type,Min_nights,Max_nights,Cancellation_policy,Accomodates,Total_bedrooms,Total_beds,Price,Security_deposit,Cleaning_fee,Extra_people,Guests_included,No_of_reviews,Review_scores,Host_id,Host_name,Availability_30,Availability_60,Availability_90,Availability_365,Country,Longitude,Latitude,City
26150475,香港高鐵站全新裝修豪華持牌賓館3人房606,Boutique hotel,Private room,1,1125,flexible,3,1.0,1.7395659432387311,455,1424.055718475073,179.45801526717557,0.0,1.0,10,91,15210533,燕,0,0,0,0,Hong Kong,114.16683,22.30618,Hong Kong
26151425,UTOPIA- Amiable Double Room for Happy Travellers !,Apartment,Private room,1,31,flexible,2,1.5324909747292421,2.408679927667269,28,83.85128205128206,19.04387990762125,0.0,1.0,8,94,13237730,Luis,0,0,0,0,Portugal,-8.60854,41.12771,Vila Nova de Gaia
2607583,Exquisite Furnished 1-BR Studio,Apartment,Entire home/apt,30,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,108,271.6562150055991,116.97643732327991,0.0,1.0,6,94,13347167,AFI Apartments,0,5,35,310,United States,-73.95588,40.77231,New York
25977832,KAL#413. Top floor with gorgeous views!,Condominium,Entire home/apt,5,1125,strict_14_with_grace_period,4,1.3226863226863228,1.0,159,271.6562150055991,116.97643732327991,10.0,2.0,0,94,17519759,Lonelle,1,5,17,162,United States,-156.68395,20.95762,Lahaina
25983004,Cosy & Unique Home in the heart of Sai Ying Pun,Apartment,Entire home/apt,3,1125,flexible,4,2.0,1.7395659432387311,691,1424.055718475073,179.45801526717557,50.0,2.0,4,91,13477108,Hugo,0,0,0,0,Hong Kong,114.14333,22.28759,Hong Kong
26112559,U13 One-Bedroom Apartment 3-pax (Pyrmont St),Apartment,Entire home/apt,1,1125,moderate,3,1.5599343185550083,2.0148026315789473,178,433.06265060240975,90.51914893617023,55.0,2.0,0,93,183826922,Vanessa,13,43,70,282,Australia,151.19653,-33.87332,Pyrmont
26134555,Litlle room in a beautiful loft,Apartment,Private room,5,20,moderate,2,1.0,1.0,35,324.84578313253013,50.470715835141,0.0,1.0,2,93,6550121,Stéphane,29,59,89,89,Canada,-73.60055,45.54112,Montreal
25996203,Single Room with Balcony in Center,Apartment,Private room,30,100,moderate,1,1.0,1.0,27,242.726862302483,43.026209677419345,0.0,1.0,1,91,184642867,Vi,0,27,52,52,Spain,2.17952,41.38427,Barcelona
2606204,SINGLE ROOM NEAR THE AIRPORT,Apartment,Private room,1,1125,flexible,1,1.0,1.0,22,242.726862302483,43.026209677419345,0.0,1.0,5,91,7109425,Montserrat,8,38,67,216,Spain,2.0978,41.33371,El Prat de Llobregat
26108786,Ocean view Luxury updated 2 bedroom 2 ensuite bath,Condominium,Entire home/apt,4,1125,strict_14_with_grace_period,6,1.3226863226863228,5.0,169,271.6562150055991,116.97643732327991,50.0,6.0,20,94,95843330,Reza,4,6,9,93,United States,-156.44492,20.71271,Kihei
26120502,NEW! Loft in Porto Center (close to Bolhão),Apartment,Entire home/apt,2,1125,flexible,4,1.5324909747292421,2.408679927667269,69,83.85128205128206,19.04387990762125,10.0,2.0,16,94,196344302,Marina,26,48,72,289,Portugal,-8.60273,41.15036,Porto
260451,Fort Greene brownstone 1BR- SUBLET,Apartment,Entire home/apt,7,330,strict_14_with_grace_period,2,1.3226863226863228,1.0,70,271.6562150055991,116.97643732327991,20.0,1.0,4,94,52335,Alexander,0,0,0,0,United States,-73.97203,40.69142,Brooklyn
25989823,"Premium and Cosy Place in Beyoğlu, Galata",Apartment,Entire home/apt,1,7,flexible,2,1.3490136570561457,1.9816232771822357,596,726.4401913875598,82.5373665480427,119.0,1.0,0,92,3544032,Göktuğ,28,58,88,88,Turkey,28.9771,41.0308,Beyoglu
26014922,Grand Opening! 20th Flr. Apt. w/ View and Parking!,Condominium,Entire home/apt,1,27,moderate,3,1.3226863226863228,2.0,115,271.6562150055991,116.97643732327991,20.0,2.0,39,94,92196431,Hing Chau,17,47,77,77,United States,-157.83596,21.28486,Honolulu
26146479,Charming studio with balcony in the middle of Soho,Apartment,Entire home/apt,2,1125,moderate,2,0.0,1.7395659432387311,997,1424.055718475073,179.45801526717557,0.0,1.0,11,91,16323539,Sarah,0,4,4,4,Hong Kong,114.15335,22.28533,Hong Kong
25939348,Bakırköy metro geniş daire,Serviced apartment,Private room,1,1125,flexible,2,1.3490136570561457,1.9816232771822357,179,726.4401913875598,82.5373665480427,0.0,1.0,0,92,125341525,Hakan,28,58,88,363,Turkey,28.87481,40.99264,Istanbul
25937713,Be Happy in the Heart Of Montreal DT 1MIN to Metro,Apartment,Entire home/apt,1,1125,moderate,6,1.0,2.0,79,324.84578313253013,50.470715835141,20.0,2.0,16,93,77816784,Matt,21,44,56,56,Canada,-73.58131,45.49394,Montreal
26048057,The Tiny Boho,Apartment,Entire home/apt,1,30,strict_14_with_grace_period,4,1.5324909747292421,2.408679927667269,65,83.85128205128206,19.04387990762125,15.0,2.0,10,94,195764124,Pedro,29,59,89,364,Portugal,-8.62537,41.16068,Porto
260703,Blue Sanctuary Queen Bedroom 2nd Floor,House,Private room,3,60,strict_14_with_grace_period,2,1.3226863226863228,1.0,45,271.6562150055991,116.97643732327991,5.0,1.0,27,94,569544,Lynn,0,0,9,9,United States,-157.84679,21.36338,Honolulu
26100353,tripleRoomprivate,House,Private room,1,1125,strict_14_with_grace_period,6,1.5324909747292421,2.408679927667269,40,83.85128205128206,19.04387990762125,20.0,2.0,8,94,20225857,Efeito Oposto,30,60,90,365,Portugal,-8.62063,41.15544,Porto
26106075,Apartment with 3 terraces in Porto,House,Entire home/apt,2,1125,flexible,6,1.5324909747292421,2.408679927667269,100,83.85128205128206,19.04387990762125,0.0,1.0,1,94,78110758,Diana,0,0,0,0,Portugal,-8.5879,41.17727,Porto
26023825,AMAZING OLD-PORT LOFT **SUPER HOST STATUS**,Loft,Entire home/apt,1,90,strict_14_with_grace_period,4,1.0,2.0,149,324.84578313253013,50.470715835141,20.0,3.0,37,93,94208257,Samuel,8,30,59,202,Canada,-73.55364,45.51031,Montreal
26077159,Logement de charme en plein cœur du Plateau,Apartment,Entire home/apt,2,21,flexible,4,2.0,4.0,140,324.84578313253013,50.470715835141,30.0,16.0,4,93,195984935,Sophie,0,0,0,38,Canada,-73.58125,45.52531,Montreal
26103478,ŞİŞLİ SQUARE CENTRAL HOUSE,Apartment,Entire home/apt,1,1125,moderate,4,1.3490136570561457,1.9816232771822357,121,726.4401913875598,82.5373665480427,100.0,3.0,48,92,196206522,Yücel,23,40,70,175,Turkey,28.988,41.06116,Istanbul
26008844,DUPLEX DELUX APARTMENT SAGRADA FAMILIA,Apartment,Entire home/apt,32,1125,strict_14_with_grace_period,4,2.0,2.0,55,242.726862302483,43.026209677419345,20.0,2.0,0,91,96299106,"Olvan 00, S.L.",22,52,82,262,Spain,2.17331,41.39985,Barcelona
2609433,"Treetop Suite, Magical Location, Wonderful People",House,Private room,2,1125,strict_14_with_grace_period,2,1.5599343185550083,2.0148026315789473,71,433.06265060240975,90.51914893617023,20.0,1.0,12,93,1503015,Cecilia,5,30,30,30,Australia,151.1729,-33.88452,Annandale
26106160,Enchanted Gràcia Loft with a Patio,Apartment,Entire home/apt,31,1125,flexible,4,1.0,2.0,129,242.726862302483,43.026209677419345,0.0,1.0,0,91,15353690,Richard,30,60,90,365,Spain,2.15063,41.40447,Barcelona
25949697,Great Rates on Winter Dates + Free Activities! - Royal Kahana Ocean view One bedroom / One bath,Condominium,Entire home/apt,3,365,strict_14_with_grace_period,3,1.3226863226863228,1.0,195,271.6562150055991,116.97643732327991,0.0,3.0,0,94,136437655,ITrip Vacations - Maui,1,7,37,218,United States,-156.67987,20.9713,Kahana
25953244,Newly Renovated Waikiki Studio with beautiful view,Condominium,Entire home/apt,1,21,moderate,2,1.3226863226863228,1.0,93,271.6562150055991,116.97643732327991,100.0,2.0,56,94,160904316,Chris,6,12,20,75,United States,-157.83454,21.28482,Honolulu
25970511,Roofie,Apartment,Private room,3,365,flexible,4,1.3490136570561457,1.9816232771822357,58,726.4401913875598,82.5373665480427,101.0,1.0,0,92,90911265,Bertu,30,60,90,365,Turkey,29.03158,41.00278,Kadikoy
2612849,B:2BR for 6ppl 3mins to MongKok MTR,Apartment,Entire home/apt,1,365,strict_14_with_grace_period,6,2.0,1.7395659432387311,754,1424.055718475073,179.45801526717557,80.0,4.0,196,91,12404807,Melody InHK,5,17,38,308,Hong Kong,114.16932,22.31863,Hong Kong
25950909,月租长租罗湖口岸火车站双地铁落地窗北欧一居室双床间,Condominium,Entire home/apt,1,1125,flexible,2,1.0,2.0,361,697.25,59.20000000000001,0.0,1.0,2,90,157873184,飞飞,22,52,82,357,China,114.12288,22.5345,Shenzhenl
25997982,casa da praia,Apartment,Entire home/apt,5,34,flexible,3,1.5324909747292421,2.408679927667269,40,83.85128205128206,19.04387990762125,0.0,1.0,2,94,195406007,Justino,27,57,87,177,Portugal,-8.77257,41.38792,Povoa de Varzim
26014383,WOW! NEW MODERN BATHROOM *Kaanapali Beach* - G105,Condominium,Entire home/apt,3,120,strict_14_with_grace_period,5,1.3226863226863228,2.0,182,271.6562150055991,116.97643732327991,15.0,4.0,6,94,108986794,Maui Kaanapali Vacation Rentals,1,2,23,208,United States,-156.69251,20.92698,Kaanapali
26313671,"Cosy and bright double room. El Born, Barcelona.",Apartment,Private room,1,5,flexible,2,1.0,1.0,35,242.726862302483,43.026209677419345,5.0,1.0,15,91,15596380,Pedro,0,0,0,0,Spain,2.1818,41.38763,Barcelona
26185187,Chambre lumineuse dans Villeray,Apartment,Private room,2,1125,flexible,2,1.0,1.0,32,324.84578313253013,50.470715835141,0.0,1.0,2,93,128573881,Agnes,29,59,89,89,Canada,-73.62657,45.53873,Montreal
26257930,"Wailea Ekahi Village 28F- 1 Bedroom, Ocean View!!",Condominium,Entire home/apt,4,80,strict_14_with_grace_period,4,1.3226863226863228,2.0,305,271.6562150055991,116.97643732327991,0.0,1.0,2,94,173239198,Maui A Place A Part,0,19,42,186,United States,-156.44098,20.69808,Kihei
2629234,Beautiful 1/1/1 in Waikiki!,Condominium,Entire home/apt,90,1125,strict_14_with_grace_period,3,1.3226863226863228,2.0,142,271.6562150055991,116.97643732327991,0.0,2.0,4,94,13468379,Ratana,0,0,0,0,United States,-157.8205,21.27592,Honolulu
26178812,North Point ...Room for 2 --- with lift  (2a),Apartment,Private room,29,1125,flexible,2,0.0,1.7395659432387311,228,1424.055718475073,179.45801526717557,0.0,1.0,0,91,97240131,Jov,12,42,72,162,Hong Kong,114.19977,22.29032,Hong Kong
2634829,Private House Mindelo,House,Entire home/apt,2,30,strict_14_with_grace_period,6,1.5324909747292421,2.408679927667269,195,83.85128205128206,19.04387990762125,75.0,6.0,4,94,10988558,Fernando,29,59,89,317,Portugal,-8.73177,41.30549,Mindelo
26419653,Pili Mai 2L,Condominium,Entire home/apt,1,1125,super_strict_60,8,1.3226863226863228,4.0,522,271.6562150055991,116.97643732327991,0.0,8.0,7,94,756093,Joshua,8,18,45,254,United States,-159.45861,21.88376,Koloa
26463049,Apto Quarto e Sala Copacabana Posto 4,Apartment,Entire home/apt,2,27,flexible,2,1.0,1.0,145,1204.209631728045,154.4988066825776,500.0,2.0,12,95,198995755,Tereza,9,29,59,282,Brazil,-43.191166017041695,-22.974201594007827,Copacabana
26204249,Waikiki Banyan Tower 2 Suite 3704 *No guest service fee*,Condominium,Entire home/apt,5,365,super_strict_60,6,1.3226863226863228,2.0,307,271.6562150055991,116.97643732327991,0.0,6.0,0,94,196635279,Red Awning,9,32,47,212,United States,-157.822,21.27413,Waikiki
26366454,Nice room centr 6,Apartment,Private room,3,1125,strict_14_with_grace_period,2,1.0,1.0,35,242.726862302483,43.026209677419345,10.0,1.0,0,91,168596223,Olí,25,55,85,85,Spain,2.14869,41.39592,Barcelona
26415333,B4旺角中心 港鐵巴士近在咫尺 乾淨舒適精裝修 獨立衛浴 雙人房,Serviced apartment,Private room,1,1125,strict_14_with_grace_period,2,1.0,1.7395659432387311,338,1424.055718475073,179.45801526717557,0.0,1.0,6,91,122408520,Royal,19,40,70,70,Hong Kong,114.16829,22.32116,Hong Kong
26436758,Fresh Cosy Flat w/ Balcony | 2 min Beach,Apartment,Entire home/apt,2,120,strict_14_with_grace_period,5,1.5324909747292421,2.408679927667269,39,83.85128205128206,19.04387990762125,9.0,3.0,11,94,12730028,Host Wise,9,9,9,223,Portugal,-8.69027,41.17908,Matosinhos
26438611,Bright 2 Bedroom Plateau - Mile End Laurier Metro,Apartment,Entire home/apt,1,1125,flexible,4,2.0,2.0,110,324.84578313253013,50.470715835141,0.0,10.0,7,93,120114328,Astrid,0,0,0,0,Canada,-73.59376,45.51961,Montreal
26308209,The Back Corner,Cabin,Entire home/apt,2,5,strict_14_with_grace_period,1,1.5599343185550083,2.0148026315789473,70,433.06265060240975,90.51914893617023,20.0,1.0,14,93,197828925,Gail,12,37,67,68,Australia,151.24884,-33.96664,Malabar
26313903,Smart Studio next to El Born,Apartment,Entire home/apt,60,300,flexible,1,0.0,1.0,40,242.726862302483,43.026209677419345,0.0,1.0,0,91,72984879,Ellie,0,0,0,272,Spain,2.17585,41.38406,Barcelona
26320917,Maison de ville moderne proche jardin Botanique,Townhouse,Entire home/apt,2,1125,flexible,5,3.0,4.0,160,324.84578313253013,50.470715835141,0.0,1.0,2,93,197929511,Florence,0,0,0,0,Canada,-73.5769,45.56223,Montreal
26361065,Marriott’s Waikoloa Ocean Club,Villa,Private room,3,1125,strict_14_with_grace_period,4,1.3226863226863228,1.0,300,271.6562150055991,116.97643732327991,0.0,1.0,0,94,16222167,Sho,30,60,90,365,United States,-157.8231,21.27348,Honolulu
26427671,Quarto com ar e vista para terraço na Tijuca,Apartment,Private room,2,30,flexible,2,1.0,1.0,56,1204.209631728045,154.4988066825776,0.0,1.0,2,95,26150802,Janaína,0,0,0,0,Brazil,-43.221281424364804,-22.92322135594837,Tijuca
26197507,NEW-Kamuela Luxury Resort Townhome on Kohala Coast,Townhouse,Entire home/apt,4,29,strict_14_with_grace_period,4,1.3226863226863228,2.0,400,271.6562150055991,116.97643732327991,0.0,1.0,0,94,151398424,Evolve,7,28,58,303,United States,-155.85622,19.94653,Kamuela
26158096,Beşiktaşta Özel Oda,Apartment,Private room,30,365,flexible,1,1.3490136570561457,1.9816232771822357,121,726.4401913875598,82.5373665480427,0.0,1.0,0,92,196610873,Nurseli,30,60,90,365,Turkey,29.01307,41.04606,Beşiktaş
26170427,L Honoapiilani Condo #120993 *NO GUEST SERVICE FEE*,Condominium,Entire home/apt,5,365,super_strict_60,4,1.3226863226863228,1.0,310,271.6562150055991,116.97643732327991,0.0,4.0,0,94,195873583,Red Awning,12,38,58,320,United States,-156.68587,20.95666,Lahaina
26164547,petite chambre sur le playeau mont royal,Bed and breakfast,Private room,1,1125,flexible,2,1.0,1.0,31,324.84578313253013,50.470715835141,0.0,1.0,1,93,145169614,Eric,30,60,87,356,Canada,-73.57857,45.52293,Montreal
26209883,Devesas Apartment,Apartment,Entire home/apt,2,1125,flexible,6,1.5324909747292421,2.408679927667269,85,83.85128205128206,19.04387990762125,10.0,4.0,19,94,196983815,Guilherme,30,60,82,357,Portugal,-8.62179,41.12777,Vila Nova de Gaia
26263470,Sora Home-3  Qeen bed,House,Private room,2,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,59,271.6562150055991,116.97643732327991,15.0,1.0,11,94,195465513,Myungsuk,18,40,70,160,United States,-158.01012,21.40908,Waikiki
26342532,Room in Osmanbey,Apartment,Private room,2,1125,moderate,2,1.3490136570561457,1.9816232771822357,90,726.4401913875598,82.5373665480427,37.0,2.0,5,92,45455859,Mustafa,27,57,87,177,Turkey,28.98504,41.0512,Sisli
26348233,On The Ramblas 4 Studio Apartment,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,4,1.0,1.0,80,242.726862302483,43.026209677419345,20.0,2.0,3,91,21873399,Sol,0,0,0,0,Spain,2.17552,41.37998,Barcelona
26380958,On The Ramblas 5 Studio Apartment,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,4,1.0,1.0,80,242.726862302483,43.026209677419345,20.0,2.0,1,91,21873399,Sol,0,0,0,0,Spain,2.17539,41.38126,Barcelona
26474245,"Coastal Apartment with Cafes, Bars & Beach at Your Doorstep",Apartment,Entire home/apt,2,90,moderate,7,1.5599343185550083,2.0148026315789473,250,433.06265060240975,90.51914893617023,100.0,7.0,25,93,130528674,Leigh,0,0,0,0,Australia,151.25564,-33.92142,Coogee
26210993,Ótimo quarto p 1-2 moças.Próx UERJ/Maracanã/Centro,Condominium,Private room,5,1125,moderate,1,1.0,1.0,41,1204.209631728045,154.4988066825776,27.0,1.0,0,95,196747935,Fatima,0,0,0,163,Brazil,-43.2718506152968,-22.913544431538625,Grajau
26263467,RAMBLAS 1,Apartment,Entire home/apt,2,103,strict_14_with_grace_period,5,1.0,3.0,100,242.726862302483,43.026209677419345,0.0,1.0,3,91,36780006,Juan Carlos,15,27,39,281,Spain,2.1663,41.38394,Barcelona
26199936,Leme - 2 quartos  - portaria 24 horas,Apartment,Entire home/apt,1,1000,strict_14_with_grace_period,4,2.0,3.0,280,1204.209631728045,154.4988066825776,0.0,1.0,5,95,195046037,Paula,0,0,0,0,Brazil,-43.16990793229011,-22.961917625695435,Leme
26231187,Nice and quiet room in the Plateau,Condominium,Private room,2,1125,moderate,2,1.0,1.0,36,324.84578313253013,50.470715835141,7.0,1.0,32,93,196904550,Luna,2,32,62,62,Canada,-73.59447,45.52984,Montreal
26323083,Your Opo Vintage Apartments 2F,Serviced apartment,Entire home/apt,1,1125,moderate,2,1.5324909747292421,2.408679927667269,49,83.85128205128206,19.04387990762125,0.0,1.0,0,94,16922131,YourOpo,14,44,71,344,Portugal,-8.60438,41.1545,Porto
26358814,Taksim !! Good location!! Venüs hotel,Hotel,Shared room,1,1125,flexible,2,1.3490136570561457,1.9816232771822357,248,726.4401913875598,82.5373665480427,0.0,1.0,0,92,90638018,Eda,29,59,89,179,Turkey,28.98354,41.03905,Beyoglu
26443961,Santa Catarina Modern Flat,Apartment,Entire home/apt,3,180,strict_14_with_grace_period,2,1.5324909747292421,2.408679927667269,70,83.85128205128206,19.04387990762125,15.0,2.0,15,94,6786676,Gustavo,27,57,87,362,Portugal,-8.60567,41.15156,Porto
26444105,"Sunny and spacious loft, close to beach",Loft,Entire home/apt,4,30,strict_14_with_grace_period,3,1.0,2.0,85,242.726862302483,43.026209677419345,20.0,2.0,2,91,12718315,Dunja,0,0,0,6,Spain,2.19483,41.3942,Barcelona
26405954,Mya guest attic @ bahariye / kadıköy,Loft,Entire home/apt,1,1125,strict_14_with_grace_period,3,1.3490136570561457,1.9816232771822357,179,726.4401913875598,82.5373665480427,30.0,2.0,21,92,108876856,Leo,23,53,80,355,Turkey,29.03209,40.98724,Kadikoy
26273293,nice single room near unsw kingsford,Condominium,Private room,1,1125,flexible,1,1.5599343185550083,2.0148026315789473,70,433.06265060240975,90.51914893617023,0.0,1.0,0,93,160391756,Chandler,0,0,0,0,Australia,151.23078,-33.92315,Kingsford
263190,Room in East Village with Private Entrance,Apartment,Private room,2,760,strict_14_with_grace_period,1,1.3226863226863228,1.0,88,271.6562150055991,116.97643732327991,0.0,1.0,69,94,1020539,Dominique,0,0,0,0,United States,-73.98591,40.72534,New York
26344088,香港西貢海景游泳池大房子#Saikung#Hiking#Beach#Relaxing#20%OFF,Guest suite,Private room,2,50,flexible,2,1.0,1.7395659432387311,675,1424.055718475073,179.45801526717557,149.0,1.0,24,91,67839172,Fairy,28,56,86,86,Hong Kong,114.26052,22.39018,Hong Kong
26259025,"酒店式公寓,厅床出租,尊享免费泳池､健身房,仅限女性!Bunk Bed,“NO BOYS”!",Apartment,Shared room,1,1125,flexible,1,1.0,1.7395659432387311,283,1424.055718475073,179.45801526717557,0.0,1.0,47,91,131187325,Kay,15,44,74,347,Hong Kong,114.18672,22.30099,Hong Kong
26287233,Moradia Igreja de Paranhos - 2,House,Private room,6,15,flexible,1,1.5324909747292421,2.408679927667269,14,83.85128205128206,19.04387990762125,0.0,1.0,3,94,172398001,José,0,0,0,230,Portugal,-8.60646,41.17057,Porto
26232410,Oporto Royal Apartment,Apartment,Entire home/apt,1,1125,flexible,2,1.5324909747292421,2.408679927667269,120,83.85128205128206,19.04387990762125,0.0,1.0,9,94,10135465,Andre,21,51,81,353,Portugal,-8.59848,41.14567,Porto
26430039,Whale Beach Pittwater Views- By Escape Vacations,House,Entire home/apt,2,1125,strict_14_with_grace_period,8,1.5599343185550083,2.0148026315789473,699,433.06265060240975,90.51914893617023,0.0,6.0,6,93,157067539,Escape Vacations,25,48,78,327,Australia,151.32739,-33.60676,Whale Beach
26319639,Las Ramblas Penthouse Apartment,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,5,2.0,3.0,130,242.726862302483,43.026209677419345,20.0,2.0,2,91,21873399,Sol,2,2,2,2,Spain,2.17557,41.38123,Barcelona
26315238,Oceanfront Sun Suite - Beachfront Oasis  ✔Wifi ✔AC,Condominium,Entire home/apt,1,1125,moderate,4,1.3226863226863228,1.0,139,271.6562150055991,116.97643732327991,0.0,1.0,43,94,197888507,Tatiana,4,18,29,182,United States,-158.17655,21.41425,Waianae
26242605,Gignas Studio Apartment,Apartment,Entire home/apt,32,1125,strict_14_with_grace_period,2,0.0,1.0,41,242.726862302483,43.026209677419345,0.0,1.0,0,91,21873399,Sol,0,0,0,184,Spain,2.17855,41.38164,Barcelona
26244400,Cozy home!,Apartment,Private room,1,1125,moderate,1,1.5599343185550083,2.0148026315789473,37,433.06265060240975,90.51914893617023,8.0,1.0,1,93,113419095,Laura,0,0,0,0,Australia,151.14769,-33.8802,Leichhardt
26270602,HKU  STUDIO for  2.....(4c),Apartment,Entire home/apt,29,1125,flexible,2,0.0,1.7395659432387311,267,1424.055718475073,179.45801526717557,0.0,1.0,0,91,97240131,Jov,29,59,89,364,Hong Kong,114.13231,22.28754,Hong Kong
26342079,全新裝旺角朗豪坊對面2分鐘地鐵可住5人New Reno Apt 2 min Mongkok MTR,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,5,2.0,1.7395659432387311,903,1424.055718475073,179.45801526717557,125.0,5.0,44,91,85800321,Lexter,5,12,31,53,Hong Kong,114.16791,22.31996,Hong Kong
26365414,Confort et zénitude près du stade olympique,Loft,Entire home/apt,2,40,moderate,2,0.0,1.0,75,324.84578313253013,50.470715835141,0.0,1.0,11,93,40139322,Jean-Pierre,0,0,0,0,Canada,-73.55022,45.57491,Montreal
26391176,Padawan Private Suite,House,Private room,1,28,strict_14_with_grace_period,2,1.3226863226863228,1.0,25,271.6562150055991,116.97643732327991,10.0,1.0,11,94,198231250,Ethan,15,45,75,75,United States,-154.9195,19.50217,Pāhoa
26334724,Stylish 2 BDR Apartment -Close to Redfern Station,Apartment,Entire home/apt,1,1125,moderate,4,1.5599343185550083,2.0148026315789473,181,433.06265060240975,90.51914893617023,0.0,1.0,26,93,192002147,Franca & Alessio,0,0,0,7,Australia,151.19829,-33.89472,Alexandria
26365192,The Pineapple Surf Shack,Guesthouse,Entire home/apt,1,1125,strict_14_with_grace_period,5,1.3226863226863228,4.0,130,271.6562150055991,116.97643732327991,20.0,4.0,29,94,55591302,Naomi,1,4,13,185,United States,-158.21734,21.46995,Waianae
26414600,Bondi Beach House,Apartment,Private room,5,30,flexible,1,1.5599343185550083,2.0148026315789473,70,433.06265060240975,90.51914893617023,0.0,1.0,1,93,167624702,Emmy,30,60,90,91,Australia,151.26985,-33.88589,Bondi Beach
26340840,Renovated Federalist House with a Private Garden and Hot Tub,House,Entire home/apt,2,1125,moderate,10,1.5599343185550083,2.0148026315789473,299,433.06265060240975,90.51914893617023,0.0,1.0,20,93,192002147,Franca & Alessio,17,47,77,91,Australia,151.15249,-33.8464,Drummoyne
26471879,Montreal subwayat the door/doubleroom,Other,Private room,3,4,strict_14_with_grace_period,4,1.0,3.0,55,324.84578313253013,50.470715835141,15.0,2.0,0,93,83628778,Jeff Yza,0,0,11,11,Canada,-73.62583,45.52836,Montreal
26553343,Hospital Sant Pau Apartamento 2 habitaciones,Apartment,Entire home/apt,32,1125,flexible,6,2.0,4.0,55,242.726862302483,43.026209677419345,0.0,1.0,0,91,64515600,Alex,0,6,36,311,Spain,2.17736,41.41175,Barcelona
26527885,Makuu Palms Guest House Walk to Beach Park,House,Private room,3,1125,flexible,2,1.3226863226863228,1.0,90,271.6562150055991,116.97643732327991,0.0,2.0,14,94,4220037,Michelle,12,32,60,60,United States,-154.93593,19.59112,Keaau
26628718,Alexandre Herculano Oporto Residence II,Apartment,Entire home/apt,2,30,moderate,2,1.5324909747292421,2.408679927667269,85,83.85128205128206,19.04387990762125,15.0,2.0,1,94,199376710,Alexandre,30,60,81,356,Portugal,-8.60614,41.14573,Porto
26712529,Sefa Apartments Harbiye,Apartment,Entire home/apt,4,1125,moderate,3,1.3490136570561457,1.9816232771822357,127,726.4401913875598,82.5373665480427,0.0,1.0,4,92,147880691,Sefa,21,42,65,340,Turkey,28.98594,41.04839,Sisli
26816279,"Copacabana, near the beach and cheap",Apartment,Entire home/apt,2,365,strict_14_with_grace_period,4,1.0,2.0,228,1204.209631728045,154.4988066825776,0.0,4.0,8,95,66039372,Vitor & Carlos,3,12,29,304,Brazil,-43.19004729936756,-22.983369242870747,Copacabana
26533551,"Queen Studio, Full Kitchen 1.5 mins from the Beach",Condominium,Entire home/apt,1,69,moderate,2,1.3226863226863228,1.0,138,271.6562150055991,116.97643732327991,0.0,1.0,9,94,43793840,Mark,18,37,67,342,United States,-157.82209,21.27353,Honolulu
26687281,"Yasilkent Mahallasi, Fitower",Apartment,Private room,3,60,flexible,2,1.3490136570561457,1.9816232771822357,264,726.4401913875598,82.5373665480427,105.0,1.0,0,92,192545219,Noorullah,30,60,90,365,Turkey,28.65739,41.02728,Esenyurt
26558762,The Sewing Apartment | Cedofeita,Apartment,Entire home/apt,3,180,flexible,4,1.5324909747292421,2.408679927667269,70,83.85128205128206,19.04387990762125,10.0,2.0,10,94,192284066,Pedro & Leonor,0,5,32,144,Portugal,-8.61822,41.15119,Porto
26493902,Lovely Room in the Heart of the Plateau,Apartment,Private room,1,14,flexible,2,1.0,1.0,40,324.84578313253013,50.470715835141,0.0,1.0,2,93,68316372,Maggie,0,0,0,0,Canada,-73.58263,45.52309,Montreal
26701226,the center of Kadıköy - 2 rooms & 1 living room,Apartment,Entire home/apt,3,41,moderate,6,1.3490136570561457,1.9816232771822357,195,726.4401913875598,82.5373665480427,79.0,2.0,13,92,99206209,Eren,25,38,62,242,Turkey,29.02413,40.9902,Kadikoy
26737445,Chambre dans appartement proche Centre ville,Apartment,Private room,1,10,moderate,2,1.0,1.0,46,324.84578313253013,50.470715835141,6.0,1.0,2,93,71738648,Mathilde,0,0,0,0,Canada,-73.55906,45.5233,Montreal
2681380,Copacabana Beach - One block,Apartment,Entire home/apt,2,91,flexible,4,1.0,1.0,160,1204.209631728045,154.4988066825776,500.0,4.0,112,95,12979998,Paula,12,38,68,271,Brazil,-43.184009605983114,-22.967481487141658,Copacabana
26779943,Chambre/Appartement au bord du Mont-Royal,Apartment,Private room,1,30,flexible,2,1.0,1.0,64,324.84578313253013,50.470715835141,20.0,1.0,8,93,8823346,Philippe,29,59,89,89,Canada,-73.58098,45.51463,Montreal
2681468,Habitación  Barrio Barceloneta,Apartment,Private room,30,365,flexible,1,1.0,1.0,28,242.726862302483,43.026209677419345,25.0,1.0,40,91,13728386,Karla,0,0,0,188,Spain,2.19166,41.37976,Barcelona
